Date (ISO Year Week),Country/Territory,Cost
"Jan 6, 2025 to Jan 12, 2025 (Week 2)",Canada,3261.927064
"Jan 6, 2025 to Jan 12, 2025 (Week 2)",Switzerland,13.8
"Jan 6, 2025 to Jan 12, 2025 (Week 2)",United Kingdom,1938.427722
"Jan 6, 2025 to Jan 12, 2025 (Week 2)",Spain,180.24
"Jan 6, 2025 to Jan 12, 2025 (Week 2)",Sweden,74.59
"Jan 6, 2025 to Jan 12, 2025 (Week 2)",Finland,33.04
"Jan 6, 2025 to Jan 12, 2025 (Week 2)",Germany,419.878546
"Jan 6, 2025 to Jan 12, 2025 (Week 2)",Portugal,78.44
"Jan 6, 2025 to Jan 12, 2025 (Week 2)",Israel,189.302316
"Jan 6, 2025 to Jan 12, 2025 (Week 2)",Belgium,21.13
"Jan 6, 2025 to Jan 12, 2025 (Week 2)",Austria,31.48
"Jan 4, 2021 to Jan 10, 2021 (Week 1)",Finland,0.46
"Jan 4, 2021 to Jan 10, 2021 (Week 1)",Israel,0.95
"Jan 4, 2021 to Jan 10, 2021 (Week 1)",France,0.84
"Jan 4, 2021 to Jan 10, 2021 (Week 1)",Ireland,8
"Jan 4, 2021 to Jan 10, 2021 (Week 1)",Germany,4.01
"Jan 4, 2021 to Jan 10, 2021 (Week 1)",Canada,4.01
"Jan 4, 2021 to Jan 10, 2021 (Week 1)",Sweden,0.95
"Jan 4, 2021 to Jan 10, 2021 (Week 1)",Italy,1.07
"Jan 4, 2021 to Jan 10, 2021 (Week 1)",Netherlands,0.21
"Jan 4, 2021 to Jan 10, 2021 (Week 1)",United States,4869.896458
"Jan 4, 2021 to Jan 10, 2021 (Week 1)",Portugal,0.2
"Jan 4, 2021 to Jan 10, 2021 (Week 1)",Spain,0.5
"Jan 4, 2021 to Jan 10, 2021 (Week 1)",United Kingdom,11.86
"Jan 4, 2021 to Jan 10, 2021 (Week 1)",Switzerland,0.51
"Jan 31, 2022 to Feb 6, 2022 (Week 5)",Italy,507.9
"Jan 31, 2022 to Feb 6, 2022 (Week 5)",Switzerland,233.22
"Jan 31, 2022 to Feb 6, 2022 (Week 5)",Vietnam,13.62
"Jan 31, 2022 to Feb 6, 2022 (Week 5)",Türkiye,268.78
"Jan 31, 2022 to Feb 6, 2022 (Week 5)",United States,20570.6
"Jan 31, 2022 to Feb 6, 2022 (Week 5)",Indonesia,98.97
"Jan 31, 2022 to Feb 6, 2022 (Week 5)",Sweden,321.78
"Jan 31, 2022 to Feb 6, 2022 (Week 5)",Poland,170.89
"Jan 31, 2022 to Feb 6, 2022 (Week 5)",Thailand,18.22
"Jan 31, 2022 to Feb 6, 2022 (Week 5)",Canada,2815.84
"Jan 31, 2022 to Feb 6, 2022 (Week 5)",Australia,177.15
"Jan 31, 2022 to Feb 6, 2022 (Week 5)",Germany,781.42
"Jan 31, 2022 to Feb 6, 2022 (Week 5)",Malaysia,58.37
"Jan 31, 2022 to Feb 6, 2022 (Week 5)",Singapore,37.4
"Jan 31, 2022 to Feb 6, 2022 (Week 5)",Norway,179.01
"Jan 31, 2022 to Feb 6, 2022 (Week 5)",Isle of Man,8.62
"Jan 31, 2022 to Feb 6, 2022 (Week 5)",Finland,128.62
"Jan 31, 2022 to Feb 6, 2022 (Week 5)",Philippines,136.85
"Jan 31, 2022 to Feb 6, 2022 (Week 5)",Japan,30.47
"Jan 31, 2022 to Feb 6, 2022 (Week 5)",New Zealand,64.19
"Jan 31, 2022 to Feb 6, 2022 (Week 5)",France,571.87
"Jan 31, 2022 to Feb 6, 2022 (Week 5)",Ireland,256.19
"Jan 31, 2022 to Feb 6, 2022 (Week 5)",South Africa,1749.64
"Jan 31, 2022 to Feb 6, 2022 (Week 5)",Spain,489.36
"Jan 31, 2022 to Feb 6, 2022 (Week 5)",United Kingdom,3749.14
"Jan 30, 2023 to Feb 5, 2023 (Week 5)",United States,27754.29123
"Jan 30, 2023 to Feb 5, 2023 (Week 5)",Luxembourg,9.21
"Jan 30, 2023 to Feb 5, 2023 (Week 5)",South Africa,484.203462
"Jan 30, 2023 to Feb 5, 2023 (Week 5)",Sweden,205.6816
"Jan 30, 2023 to Feb 5, 2023 (Week 5)",France,455.17
"Jan 30, 2023 to Feb 5, 2023 (Week 5)",Germany,430.483151
"Jan 30, 2023 to Feb 5, 2023 (Week 5)",Belgium,134.77
"Jan 30, 2023 to Feb 5, 2023 (Week 5)",Canada,4446.581448
"Jan 30, 2023 to Feb 5, 2023 (Week 5)",Türkiye,255.326107
"Jan 30, 2023 to Feb 5, 2023 (Week 5)",Italy,502.750297
"Jan 30, 2023 to Feb 5, 2023 (Week 5)",Norway,101.43
"Jan 30, 2023 to Feb 5, 2023 (Week 5)",Finland,37.62
"Jan 30, 2023 to Feb 5, 2023 (Week 5)",Switzerland,132.16
"Jan 30, 2023 to Feb 5, 2023 (Week 5)",Spain,319.353942
"Jan 30, 2023 to Feb 5, 2023 (Week 5)",Poland,167.7
"Jan 30, 2023 to Feb 5, 2023 (Week 5)",Ireland,153.93
"Jan 30, 2023 to Feb 5, 2023 (Week 5)",United Kingdom,2293.065461
"Jan 3, 2022 to Jan 9, 2022 (Week 1)",Poland,72.53
"Jan 3, 2022 to Jan 9, 2022 (Week 1)",Vietnam,123.93
"Jan 3, 2022 to Jan 9, 2022 (Week 1)",New Zealand,58.62
"Jan 3, 2022 to Jan 9, 2022 (Week 1)",Indonesia,603.32
"Jan 3, 2022 to Jan 9, 2022 (Week 1)",Switzerland,60.56
"Jan 3, 2022 to Jan 9, 2022 (Week 1)",Germany,447.66
"Jan 3, 2022 to Jan 9, 2022 (Week 1)",Spain,258.62
"Jan 3, 2022 to Jan 9, 2022 (Week 1)",Norway,131.64
"Jan 3, 2022 to Jan 9, 2022 (Week 1)",Thailand,65.87
"Jan 3, 2022 to Jan 9, 2022 (Week 1)",Singapore,287.11
"Jan 3, 2022 to Jan 9, 2022 (Week 1)",South Africa,1151.73
"Jan 3, 2022 to Jan 9, 2022 (Week 1)",Italy,199.35
"Jan 3, 2022 to Jan 9, 2022 (Week 1)",Ireland,113.14
"Jan 3, 2022 to Jan 9, 2022 (Week 1)",Philippines,567.85
"Jan 3, 2022 to Jan 9, 2022 (Week 1)",Isle of Man,0.82
"Jan 3, 2022 to Jan 9, 2022 (Week 1)",Australia,590.52
"Jan 3, 2022 to Jan 9, 2022 (Week 1)",Canada,1758.52
"Jan 3, 2022 to Jan 9, 2022 (Week 1)",Finland,64.52
"Jan 3, 2022 to Jan 9, 2022 (Week 1)",Malaysia,247.98
"Jan 3, 2022 to Jan 9, 2022 (Week 1)",Türkiye,172.93
"Jan 3, 2022 to Jan 9, 2022 (Week 1)",United States,13067.54
"Jan 3, 2022 to Jan 9, 2022 (Week 1)",Japan,81.37
"Jan 3, 2022 to Jan 9, 2022 (Week 1)",Sweden,109.2
"Jan 3, 2022 to Jan 9, 2022 (Week 1)",France,296.83
"Jan 3, 2022 to Jan 9, 2022 (Week 1)",United Kingdom,1381.32
"Jan 29, 2024 to Feb 4, 2024 (Week 5)",Canada,4094.36305
"Jan 29, 2024 to Feb 4, 2024 (Week 5)",United States,39804.7935
"Jan 27, 2025 to Feb 2, 2025 (Week 5)",Italy,219.104491
"Jan 27, 2025 to Feb 2, 2025 (Week 5)",Finland,25.489899
"Jan 27, 2025 to Feb 2, 2025 (Week 5)",Norway,57.011302
"Jan 27, 2025 to Feb 2, 2025 (Week 5)",France,268.719449
"Jan 27, 2025 to Feb 2, 2025 (Week 5)",United States,29849.60278
"Jan 27, 2025 to Feb 2, 2025 (Week 5)",United Kingdom,2795.927447
"Jan 27, 2025 to Feb 2, 2025 (Week 5)",Portugal,162.488942
"Jan 27, 2025 to Feb 2, 2025 (Week 5)",Germany,432.792764
"Jan 27, 2025 to Feb 2, 2025 (Week 5)",Spain,190.681325
"Jan 27, 2025 to Feb 2, 2025 (Week 5)",Israel,98.778385
"Jan 27, 2025 to Feb 2, 2025 (Week 5)",Belgium,67.850366
"Jan 27, 2025 to Feb 2, 2025 (Week 5)",Ireland,28.266573
"Jan 27, 2025 to Feb 2, 2025 (Week 5)",Switzerland,57.244809
"Jan 27, 2025 to Feb 2, 2025 (Week 5)",Netherlands,200.22494
"Jan 27, 2025 to Feb 2, 2025 (Week 5)",Canada,3460.277478
"Jan 27, 2025 to Feb 2, 2025 (Week 5)",Austria,30.963719
"Jan 27, 2025 to Feb 2, 2025 (Week 5)",Sweden,81.42321
"Jan 27, 2025 to Feb 2, 2025 (Week 5)",Denmark,32.3
"Jan 25, 2021 to Jan 31, 2021 (Week 4)",United Kingdom,26.84
"Jan 25, 2021 to Jan 31, 2021 (Week 4)",Israel,5.51
"Jan 25, 2021 to Jan 31, 2021 (Week 4)",Switzerland,1.5
"Jan 25, 2021 to Jan 31, 2021 (Week 4)",Portugal,3.09
"Jan 25, 2021 to Jan 31, 2021 (Week 4)",Italy,0.23
"Jan 25, 2021 to Jan 31, 2021 (Week 4)",Belgium,1.18
"Jan 25, 2021 to Jan 31, 2021 (Week 4)",United States,14239.21826
"Jan 25, 2021 to Jan 31, 2021 (Week 4)",Canada,149.24
"Jan 25, 2021 to Jan 31, 2021 (Week 4)",Sweden,2.6
"Jan 25, 2021 to Jan 31, 2021 (Week 4)",Germany,2.76
"Jan 25, 2021 to Jan 31, 2021 (Week 4)",Ireland,2.04
"Jan 25, 2021 to Jan 31, 2021 (Week 4)",France,2.28
"Jan 24, 2022 to Jan 30, 2022 (Week 4)",Spain,534.86
"Jan 24, 2022 to Jan 30, 2022 (Week 4)",Switzerland,200.69
"Jan 24, 2022 to Jan 30, 2022 (Week 4)",South Africa,1813.18
"Jan 24, 2022 to Jan 30, 2022 (Week 4)",New Zealand,18.85
"Jan 24, 2022 to Jan 30, 2022 (Week 4)",France,443.24
"Jan 24, 2022 to Jan 30, 2022 (Week 4)",Ireland,231.15
"Jan 24, 2022 to Jan 30, 2022 (Week 4)",United States,20470.67
"Jan 24, 2022 to Jan 30, 2022 (Week 4)",Italy,418.32
"Jan 24, 2022 to Jan 30, 2022 (Week 4)",Japan,25.6
"Jan 24, 2022 to Jan 30, 2022 (Week 4)",Isle of Man,9.57
"Jan 24, 2022 to Jan 30, 2022 (Week 4)",Norway,140.45
"Jan 24, 2022 to Jan 30, 2022 (Week 4)",Finland,101.2
"Jan 24, 2022 to Jan 30, 2022 (Week 4)",Malaysia,40.13
"Jan 24, 2022 to Jan 30, 2022 (Week 4)",Philippines,261.78
"Jan 24, 2022 to Jan 30, 2022 (Week 4)",Canada,3288.69
"Jan 24, 2022 to Jan 30, 2022 (Week 4)",Singapore,55.25
"Jan 24, 2022 to Jan 30, 2022 (Week 4)",Indonesia,318.62
"Jan 24, 2022 to Jan 30, 2022 (Week 4)",Thailand,12.12
"Jan 24, 2022 to Jan 30, 2022 (Week 4)",Poland,205.7
"Jan 24, 2022 to Jan 30, 2022 (Week 4)",Sweden,421.53
"Jan 24, 2022 to Jan 30, 2022 (Week 4)",Türkiye,242.07
"Jan 24, 2022 to Jan 30, 2022 (Week 4)",United Kingdom,2965.99
"Jan 24, 2022 to Jan 30, 2022 (Week 4)",Australia,154.01
"Jan 24, 2022 to Jan 30, 2022 (Week 4)",Vietnam,26.41
"Jan 24, 2022 to Jan 30, 2022 (Week 4)",Germany,732.4
"Jan 23, 2023 to Jan 29, 2023 (Week 4)",Luxembourg,15.35
"Jan 23, 2023 to Jan 29, 2023 (Week 4)",Norway,56.39
"Jan 23, 2023 to Jan 29, 2023 (Week 4)",Poland,137.1
"Jan 23, 2023 to Jan 29, 2023 (Week 4)",Ireland,163.8
"Jan 23, 2023 to Jan 29, 2023 (Week 4)",Spain,431.56
"Jan 23, 2023 to Jan 29, 2023 (Week 4)",Switzerland,103.9
"Jan 23, 2023 to Jan 29, 2023 (Week 4)",Isle of Man,2.06
"Jan 23, 2023 to Jan 29, 2023 (Week 4)",Italy,235.97
"Jan 23, 2023 to Jan 29, 2023 (Week 4)",Finland,37.74
"Jan 23, 2023 to Jan 29, 2023 (Week 4)",Türkiye,185.868695
"Jan 23, 2023 to Jan 29, 2023 (Week 4)",United States,33829.98606
"Jan 23, 2023 to Jan 29, 2023 (Week 4)",Germany,437.223728
"Jan 23, 2023 to Jan 29, 2023 (Week 4)",Canada,4911.236268
"Jan 23, 2023 to Jan 29, 2023 (Week 4)",Belgium,95.72
"Jan 23, 2023 to Jan 29, 2023 (Week 4)",France,209.98
"Jan 23, 2023 to Jan 29, 2023 (Week 4)",Sweden,162.56
"Jan 23, 2023 to Jan 29, 2023 (Week 4)",South Africa,525.891233
"Jan 23, 2023 to Jan 29, 2023 (Week 4)",United Kingdom,2118.615
"Jan 22, 2024 to Jan 28, 2024 (Week 4)",Canada,4452.718738
"Jan 22, 2024 to Jan 28, 2024 (Week 4)",United States,35822.05547
"Jan 20, 2025 to Jan 26, 2025 (Week 4)",Finland,0.53
"Jan 20, 2025 to Jan 26, 2025 (Week 4)",Sweden,36.234369
"Jan 20, 2025 to Jan 26, 2025 (Week 4)",Switzerland,82.912411
"Jan 20, 2025 to Jan 26, 2025 (Week 4)",Austria,24.18
"Jan 20, 2025 to Jan 26, 2025 (Week 4)",Netherlands,82.43174
"Jan 20, 2025 to Jan 26, 2025 (Week 4)",Ireland,34.256568
"Jan 20, 2025 to Jan 26, 2025 (Week 4)",Israel,121.999419
"Jan 20, 2025 to Jan 26, 2025 (Week 4)",Belgium,56.33
"Jan 20, 2025 to Jan 26, 2025 (Week 4)",Spain,411.216589
"Jan 20, 2025 to Jan 26, 2025 (Week 4)",United States,29902.37822
"Jan 20, 2025 to Jan 26, 2025 (Week 4)",Norway,53.25
"Jan 20, 2025 to Jan 26, 2025 (Week 4)",Denmark,20.212387
"Jan 20, 2025 to Jan 26, 2025 (Week 4)",France,125.284884
"Jan 20, 2025 to Jan 26, 2025 (Week 4)",Canada,3890.116628
"Jan 20, 2025 to Jan 26, 2025 (Week 4)",United Kingdom,2329.282328
"Jan 20, 2025 to Jan 26, 2025 (Week 4)",Portugal,118.52
"Jan 20, 2025 to Jan 26, 2025 (Week 4)",Germany,420.998143
"Jan 20, 2025 to Jan 26, 2025 (Week 4)",Italy,266.713953
"Jan 2, 2023 to Jan 8, 2023 (Week 1)",South Africa,419.341628
"Jan 2, 2023 to Jan 8, 2023 (Week 1)",Switzerland,72.95
"Jan 2, 2023 to Jan 8, 2023 (Week 1)",Poland,76.92
"Jan 2, 2023 to Jan 8, 2023 (Week 1)",Türkiye,136.58
"Jan 2, 2023 to Jan 8, 2023 (Week 1)",Italy,133.35
"Jan 2, 2023 to Jan 8, 2023 (Week 1)",Germany,341.196912
"Jan 2, 2023 to Jan 8, 2023 (Week 1)",Ireland,49.69
"Jan 2, 2023 to Jan 8, 2023 (Week 1)",Norway,72.21
"Jan 2, 2023 to Jan 8, 2023 (Week 1)",United Kingdom,1304.735193
"Jan 2, 2023 to Jan 8, 2023 (Week 1)",France,166.093404
"Jan 2, 2023 to Jan 8, 2023 (Week 1)",United States,14244.34598
"Jan 2, 2023 to Jan 8, 2023 (Week 1)",Sweden,94.91
"Jan 2, 2023 to Jan 8, 2023 (Week 1)",Canada,1703.332168
"Jan 2, 2023 to Jan 8, 2023 (Week 1)",Spain,233.49
"Jan 2, 2023 to Jan 8, 2023 (Week 1)",Finland,16.15
"Jan 18, 2021 to Jan 24, 2021 (Week 3)",United States,17986.37149
"Jan 18, 2021 to Jan 24, 2021 (Week 3)",Canada,343.74
"Jan 17, 2022 to Jan 23, 2022 (Week 3)",Poland,242.45
"Jan 17, 2022 to Jan 23, 2022 (Week 3)",Singapore,152.36
"Jan 17, 2022 to Jan 23, 2022 (Week 3)",Thailand,19.88
"Jan 17, 2022 to Jan 23, 2022 (Week 3)",South Africa,1579.44
"Jan 17, 2022 to Jan 23, 2022 (Week 3)",Isle of Man,2.94
"Jan 17, 2022 to Jan 23, 2022 (Week 3)",Canada,2813.18
"Jan 17, 2022 to Jan 23, 2022 (Week 3)",Finland,95.82
"Jan 17, 2022 to Jan 23, 2022 (Week 3)",Germany,811.04
"Jan 17, 2022 to Jan 23, 2022 (Week 3)",Australia,145.06
"Jan 17, 2022 to Jan 23, 2022 (Week 3)",Norway,273.62
"Jan 17, 2022 to Jan 23, 2022 (Week 3)",Türkiye,234.52
"Jan 17, 2022 to Jan 23, 2022 (Week 3)",Malaysia,32.81
"Jan 17, 2022 to Jan 23, 2022 (Week 3)",Vietnam,45.47
"Jan 17, 2022 to Jan 23, 2022 (Week 3)",France,501.63
"Jan 17, 2022 to Jan 23, 2022 (Week 3)",United Kingdom,3016.23
"Jan 17, 2022 to Jan 23, 2022 (Week 3)",United States,19074.81
"Jan 17, 2022 to Jan 23, 2022 (Week 3)",Spain,473.78
"Jan 17, 2022 to Jan 23, 2022 (Week 3)",Japan,37.26
"Jan 17, 2022 to Jan 23, 2022 (Week 3)",Switzerland,244.13
"Jan 17, 2022 to Jan 23, 2022 (Week 3)",Sweden,355.74
"Jan 17, 2022 to Jan 23, 2022 (Week 3)",New Zealand,14.21
"Jan 17, 2022 to Jan 23, 2022 (Week 3)",Philippines,222.49
"Jan 17, 2022 to Jan 23, 2022 (Week 3)",Ireland,160.41
"Jan 17, 2022 to Jan 23, 2022 (Week 3)",Indonesia,125.37
"Jan 17, 2022 to Jan 23, 2022 (Week 3)",Italy,472.51
"Jan 16, 2023 to Jan 22, 2023 (Week 3)",United States,28386.79367
"Jan 16, 2023 to Jan 22, 2023 (Week 3)",Finland,55.98
"Jan 16, 2023 to Jan 22, 2023 (Week 3)",Poland,99.88
"Jan 16, 2023 to Jan 22, 2023 (Week 3)",United Kingdom,2765.32
"Jan 16, 2023 to Jan 22, 2023 (Week 3)",Norway,89.17
"Jan 16, 2023 to Jan 22, 2023 (Week 3)",Isle of Man,2.58
"Jan 16, 2023 to Jan 22, 2023 (Week 3)",France,299.86
"Jan 16, 2023 to Jan 22, 2023 (Week 3)",Türkiye,219.771684
"Jan 16, 2023 to Jan 22, 2023 (Week 3)",Luxembourg,4.76
"Jan 16, 2023 to Jan 22, 2023 (Week 3)",Belgium,153.13
"Jan 16, 2023 to Jan 22, 2023 (Week 3)",Sweden,204.04
"Jan 16, 2023 to Jan 22, 2023 (Week 3)",Ireland,129.71
"Jan 16, 2023 to Jan 22, 2023 (Week 3)",South Africa,645.538253
"Jan 16, 2023 to Jan 22, 2023 (Week 3)",Canada,4220.75682
"Jan 16, 2023 to Jan 22, 2023 (Week 3)",Germany,365.65
"Jan 16, 2023 to Jan 22, 2023 (Week 3)",Switzerland,174.55
"Jan 16, 2023 to Jan 22, 2023 (Week 3)",Spain,376.26
"Jan 16, 2023 to Jan 22, 2023 (Week 3)",Italy,329.77
"Jan 15, 2024 to Jan 21, 2024 (Week 3)",Canada,3863.482061
"Jan 15, 2024 to Jan 21, 2024 (Week 3)",United States,33796.71006
"Jan 13, 2025 to Jan 19, 2025 (Week 3)",United States,24518.96215
"Jan 13, 2025 to Jan 19, 2025 (Week 3)",Switzerland,24.22105
"Jan 13, 2025 to Jan 19, 2025 (Week 3)",Portugal,72.5
"Jan 13, 2025 to Jan 19, 2025 (Week 3)",United Kingdom,2528.711294
"Jan 13, 2025 to Jan 19, 2025 (Week 3)",Germany,456.51264
"Jan 13, 2025 to Jan 19, 2025 (Week 3)",Belgium,87.22
"Jan 13, 2025 to Jan 19, 2025 (Week 3)",Ireland,44.258237
"Jan 13, 2025 to Jan 19, 2025 (Week 3)",Netherlands,145.13
"Jan 13, 2025 to Jan 19, 2025 (Week 3)",Sweden,84.211452
"Jan 13, 2025 to Jan 19, 2025 (Week 3)",Canada,2670.720037
"Jan 13, 2025 to Jan 19, 2025 (Week 3)",Italy,355.012305
"Jan 13, 2025 to Jan 19, 2025 (Week 3)",France,163.596635
"Jan 13, 2025 to Jan 19, 2025 (Week 3)",Israel,150.358454
"Jan 13, 2025 to Jan 19, 2025 (Week 3)",Denmark,67.331955
"Jan 13, 2025 to Jan 19, 2025 (Week 3)",Austria,55.704377
"Jan 13, 2025 to Jan 19, 2025 (Week 3)",Finland,0.02
"Jan 13, 2025 to Jan 19, 2025 (Week 3)",Norway,15.05
"Jan 13, 2025 to Jan 19, 2025 (Week 3)",Spain,239.717203
"Jan 11, 2021 to Jan 17, 2021 (Week 2)",United States,7392.455932
"Jan 11, 2021 to Jan 17, 2021 (Week 2)",Canada,12.52
"Jan 10, 2022 to Jan 16, 2022 (Week 2)",Singapore,109.65
"Jan 10, 2022 to Jan 16, 2022 (Week 2)",Indonesia,263.39
"Jan 10, 2022 to Jan 16, 2022 (Week 2)",Ireland,126.03
"Jan 10, 2022 to Jan 16, 2022 (Week 2)",New Zealand,58.05
"Jan 10, 2022 to Jan 16, 2022 (Week 2)",Philippines,329.91
"Jan 10, 2022 to Jan 16, 2022 (Week 2)",Switzerland,126.82
"Jan 10, 2022 to Jan 16, 2022 (Week 2)",Spain,380.16
"Jan 10, 2022 to Jan 16, 2022 (Week 2)",United Kingdom,2033.34
"Jan 10, 2022 to Jan 16, 2022 (Week 2)",United States,18791.01
"Jan 10, 2022 to Jan 16, 2022 (Week 2)",Sweden,235.51
"Jan 10, 2022 to Jan 16, 2022 (Week 2)",Vietnam,57.9
"Jan 10, 2022 to Jan 16, 2022 (Week 2)",Malaysia,140.22
"Jan 10, 2022 to Jan 16, 2022 (Week 2)",Japan,50.73
"Jan 10, 2022 to Jan 16, 2022 (Week 2)",France,311.11
"Jan 10, 2022 to Jan 16, 2022 (Week 2)",Türkiye,205.96
"Jan 10, 2022 to Jan 16, 2022 (Week 2)",Finland,85.11
"Jan 10, 2022 to Jan 16, 2022 (Week 2)",Canada,2423.28
"Jan 10, 2022 to Jan 16, 2022 (Week 2)",South Africa,1217.35
"Jan 10, 2022 to Jan 16, 2022 (Week 2)",Australia,557.07
"Jan 10, 2022 to Jan 16, 2022 (Week 2)",Thailand,49.01
"Jan 10, 2022 to Jan 16, 2022 (Week 2)",Norway,112.82
"Jan 10, 2022 to Jan 16, 2022 (Week 2)",Poland,133.5
"Jan 10, 2022 to Jan 16, 2022 (Week 2)",Germany,462.98
"Jan 10, 2022 to Jan 16, 2022 (Week 2)",Italy,383.69
"Jan 1, 2024 to Jan 7, 2024 (Week 1)",Canada,2064.524111
"Jan 1, 2024 to Jan 7, 2024 (Week 1)",United States,19126.178
"Feb 8, 2021 to Feb 14, 2021 (Week 6)",Ireland,3.78
"Feb 8, 2021 to Feb 14, 2021 (Week 6)",Germany,14.45
"Feb 8, 2021 to Feb 14, 2021 (Week 6)",Spain,24.26
"Feb 8, 2021 to Feb 14, 2021 (Week 6)",United Kingdom,3302.79
"Feb 8, 2021 to Feb 14, 2021 (Week 6)",Belgium,1.12
"Feb 8, 2021 to Feb 14, 2021 (Week 6)",Italy,5.09
"Feb 8, 2021 to Feb 14, 2021 (Week 6)",Canada,27.07
"Feb 8, 2021 to Feb 14, 2021 (Week 6)",Switzerland,0.52
"Feb 8, 2021 to Feb 14, 2021 (Week 6)",Denmark,6.82
"Feb 8, 2021 to Feb 14, 2021 (Week 6)",Portugal,4.26
"Feb 8, 2021 to Feb 14, 2021 (Week 6)",United States,9707.726986
"Feb 8, 2021 to Feb 14, 2021 (Week 6)",Israel,14.9
"Feb 8, 2021 to Feb 14, 2021 (Week 6)",France,1.78
"Feb 7, 2022 to Feb 13, 2022 (Week 6)",Switzerland,205.45
"Feb 7, 2022 to Feb 13, 2022 (Week 6)",Australia,295.15
"Feb 7, 2022 to Feb 13, 2022 (Week 6)",Philippines,157.83
"Feb 7, 2022 to Feb 13, 2022 (Week 6)",Finland,66.05
"Feb 7, 2022 to Feb 13, 2022 (Week 6)",Germany,697.24
"Feb 7, 2022 to Feb 13, 2022 (Week 6)",Malaysia,117.77
"Feb 7, 2022 to Feb 13, 2022 (Week 6)",Thailand,53.65
"Feb 7, 2022 to Feb 13, 2022 (Week 6)",Spain,399.2
"Feb 7, 2022 to Feb 13, 2022 (Week 6)",Poland,129.49
"Feb 7, 2022 to Feb 13, 2022 (Week 6)",United States,15297
"Feb 7, 2022 to Feb 13, 2022 (Week 6)",Isle of Man,0.88
"Feb 7, 2022 to Feb 13, 2022 (Week 6)",Sweden,329.41
"Feb 7, 2022 to Feb 13, 2022 (Week 6)",Italy,430.32
"Feb 7, 2022 to Feb 13, 2022 (Week 6)",Vietnam,40.82
"Feb 7, 2022 to Feb 13, 2022 (Week 6)",France,453.74
"Feb 7, 2022 to Feb 13, 2022 (Week 6)",Indonesia,115.86
"Feb 7, 2022 to Feb 13, 2022 (Week 6)",Ireland,174.12
"Feb 7, 2022 to Feb 13, 2022 (Week 6)",Canada,2234.44
"Feb 7, 2022 to Feb 13, 2022 (Week 6)",Japan,43.3
"Feb 7, 2022 to Feb 13, 2022 (Week 6)",Singapore,37.51
"Feb 7, 2022 to Feb 13, 2022 (Week 6)",New Zealand,23.6
"Feb 7, 2022 to Feb 13, 2022 (Week 6)",Türkiye,219.85
"Feb 7, 2022 to Feb 13, 2022 (Week 6)",Norway,160.42
"Feb 7, 2022 to Feb 13, 2022 (Week 6)",South Africa,1620.02
"Feb 7, 2022 to Feb 13, 2022 (Week 6)",United Kingdom,2951.85
"Feb 6, 2023 to Feb 12, 2023 (Week 6)",Canada,3850.969937
"Feb 6, 2023 to Feb 12, 2023 (Week 6)",United Kingdom,2735.468283
"Feb 6, 2023 to Feb 12, 2023 (Week 6)",Sweden,210.98
"Feb 6, 2023 to Feb 12, 2023 (Week 6)",Finland,33.79
"Feb 6, 2023 to Feb 12, 2023 (Week 6)",Belgium,132.82
"Feb 6, 2023 to Feb 12, 2023 (Week 6)",Germany,438.68
"Feb 6, 2023 to Feb 12, 2023 (Week 6)",Italy,985.99
"Feb 6, 2023 to Feb 12, 2023 (Week 6)",Luxembourg,34.16
"Feb 6, 2023 to Feb 12, 2023 (Week 6)",United States,25446.62663
"Feb 6, 2023 to Feb 12, 2023 (Week 6)",Türkiye,126.541496
"Feb 6, 2023 to Feb 12, 2023 (Week 6)",Switzerland,201.08
"Feb 6, 2023 to Feb 12, 2023 (Week 6)",Spain,310.576277
"Feb 6, 2023 to Feb 12, 2023 (Week 6)",Poland,134.074022
"Feb 6, 2023 to Feb 12, 2023 (Week 6)",Ireland,117.61
"Feb 6, 2023 to Feb 12, 2023 (Week 6)",France,1153.752211
"Feb 6, 2023 to Feb 12, 2023 (Week 6)",Norway,73.58
"Feb 6, 2023 to Feb 12, 2023 (Week 6)",South Africa,630.077639
"Feb 5, 2024 to Feb 11, 2024 (Week 6)",Canada,4742.410952
"Feb 5, 2024 to Feb 11, 2024 (Week 6)",United States,38529.09487
"Feb 3, 2025 to Feb 9, 2025 (Week 6)",Iceland,5.54
"Feb 3, 2025 to Feb 9, 2025 (Week 6)",Finland,17.05
"Feb 3, 2025 to Feb 9, 2025 (Week 6)",Canada,2862.313653
"Feb 3, 2025 to Feb 9, 2025 (Week 6)",Netherlands,122.846001
"Feb 3, 2025 to Feb 9, 2025 (Week 6)",France,134.947733
"Feb 3, 2025 to Feb 9, 2025 (Week 6)",Sweden,80.200689
"Feb 3, 2025 to Feb 9, 2025 (Week 6)",Austria,47.99
"Feb 3, 2025 to Feb 9, 2025 (Week 6)",Ireland,32.308375
"Feb 3, 2025 to Feb 9, 2025 (Week 6)",Germany,548.495624
"Feb 3, 2025 to Feb 9, 2025 (Week 6)",Belgium,80.419622
"Feb 3, 2025 to Feb 9, 2025 (Week 6)",Switzerland,81.607834
"Feb 3, 2025 to Feb 9, 2025 (Week 6)",Portugal,81.78428
"Feb 3, 2025 to Feb 9, 2025 (Week 6)",Israel,128.83
"Feb 3, 2025 to Feb 9, 2025 (Week 6)",Spain,115.021103
